@relation recordings_dd

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 string
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 string
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute att103 numeric
@attribute att104 numeric
@attribute att105 numeric
@attribute att106 numeric
@attribute att107 numeric
@attribute att108 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att113 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att116 numeric
@attribute att117 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att122 numeric
@attribute att123 numeric
@attribute att124 numeric
@attribute att125 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att128 numeric
@attribute att129 numeric
@attribute att130 numeric
@attribute att131 numeric
@attribute att132 numeric
@attribute att133 numeric
@attribute att134 numeric
@attribute att135 numeric
@attribute att136 numeric
@attribute att137 numeric
@attribute att138 numeric
@attribute att139 numeric
@attribute att140 numeric
@attribute att141 numeric
@attribute att142 numeric
@attribute att143 numeric
@attribute att144 numeric
@attribute att145 numeric
@attribute att146 numeric
@attribute att147 numeric
@attribute att148 numeric
@attribute att149 numeric
@attribute att150 string
@attribute att151 numeric
@attribute att152 numeric
@attribute att153 numeric
@attribute att154 numeric
@attribute att155 numeric
@attribute att156 numeric
@attribute att157 numeric
@attribute att158 numeric
@attribute att159 numeric
@attribute att160 numeric
@attribute att161 numeric
@attribute att162 numeric
@attribute att163 numeric
@attribute att164 numeric
@attribute att165 numeric
@attribute att166 numeric
@attribute att167 numeric
@attribute att168 numeric
@attribute att169 numeric
@attribute att170 numeric
@attribute att171 numeric
@attribute att172 numeric
@attribute att173 numeric
@attribute att174 numeric
@attribute att175 numeric
@attribute att176 numeric
@attribute att177 numeric
@attribute att178 numeric
@attribute att179 numeric
@attribute att180 numeric
@attribute att181 {DOWN,UP,LEFT,RIGHT,IN,OUT,IDLE}

@data
0,-3,-6,12,16,1,0,-3,-6,12,16,1,-2,-1,3,-3,-21,8,4,3,0,-5,46,-12,-4,1,2,-1,-21,15,0,-3,-6,12,16,1,-2,-1,3,-3,-21,8,4,3,0,-5,46,-12,-4,1,2,-1,-21,15,1,-2,0,-14,-4,-13,0,1,-3,17,-13,10,3,0,1,-1,31,-10,0,-3,-6,12,16,1,-2,-1,3,-3,-21,8,4,3,0,-5,46,-12,-4,1,2,-1,-21,15,1,-2,0,-14,-4,-13,0,1,-3,17,-13,10,3,0,1,-1,31,-10,-3,0,4,-12,-19,6,4,-1,-7,0,16,-8,-3,0,4,17,-10,15,0,-3,-6,12,16,1,-2,-1,3,-3,-21,8,4,3,0,-5,46,-12,-4,1,2,-1,-21,15,1,-2,0,-14,-4,-13,0,1,-3,17,-13,10,3,0,1,-1,31,-10,-3,0,4,-12,-19,6,IN
-3,0,2,-7,-18,9,1,3,-1,7,5,36,-13,-1,2,5,-1,-1,-3,0,2,-7,-18,9,1,3,-1,7,5,36,-13,-1,2,5,-1,-18,5,2,-1,-11,-22,-37,0,0,-2,31,6,18,-3,0,2,-7,-18,9,1,3,-1,7,5,36,-13,-1,2,5,-1,-18,5,2,-1,-11,-22,-37,0,0,-2,31,6,18,-7,0,5,-10,24,-14,11,1,-3,-25,0,-14,-3,0,2,-7,-18,9,1,3,-1,7,5,36,-13,-1,2,5,-1,-18,5,2,-1,-11,-22,-37,0,0,-2,31,6,18,-7,0,5,-10,24,-14,11,1,-3,-25,0,-14,-4,-5,-3,65,-39,15,-3,0,2,-7,-18,9,1,3,-1,7,5,36,-13,-1,2,5,-1,-18,5,2,-1,-11,-22,-37,0,0,-2,31,6,18,-7,0,5,-10,24,-14,11,1,-3,-25,0,-14,IN
3,1,1,6,-58,35,-1,-3,-6,5,-19,19,3,1,1,6,-58,35,-1,-3,-6,5,-19,19,3,1,1,-36,71,-24,-5,-2,0,47,-29,1,1,6,5,24,-54,29,3,1,1,6,-58,35,-1,-3,-6,5,-19,19,3,1,1,-36,71,-24,-5,-2,0,47,-29,1,1,6,5,24,-54,29,3,1,-2,-60,81,-22,-6,-2,-2,-3,-63,7,3,1,1,6,-58,35,-1,-3,-6,5,-19,19,3,1,1,-36,71,-24,-5,-2,0,47,-29,1,1,6,5,24,-54,29,3,1,-2,-60,81,-22,-6,-2,-2,-3,-63,7,3,-7,-4,17,-29,12,1,6,4,49,51,-26,-1,4,7,-45,-21,16,7,0,-3,-7,119,-64,3,1,1,6,-58,35,-1,-3,-6,5,-19,19,3,1,1,-36,71,-24,-5,-2,0,47,-29,1,1,6,5,24,-54,29,IN
6,-9,-15,52,26,13,-9,4,11,-8,20,-16,6,-9,-15,52,26,13,-9,4,11,-8,20,-16,9,0,-3,19,21,-24,0,3,1,-28,6,18,-4,0,1,5,-48,17,6,-9,-15,52,26,13,-9,4,11,-8,20,-16,9,0,-3,19,21,-24,0,3,1,-28,6,18,-4,0,1,5,-48,17,0,0,-1,10,-22,19,-4,-1,5,-46,44,-5,-2,-10,-7,40,-41,-7,6,-9,-15,52,26,13,-9,4,11,-8,20,-16,9,0,-3,19,21,-24,0,3,1,-28,6,18,-4,0,1,5,-48,17,0,0,-1,10,-22,19,-4,-1,5,-46,44,-5,-2,-10,-7,40,-41,-7,9,10,6,-23,82,-22,1,3,-5,26,10,-4,6,-9,-15,52,26,13,-9,4,11,-8,20,-16,9,0,-3,19,21,-24,0,3,1,-28,6,18,-4,0,1,5,-48,17,IN
2,0,2,8,36,3,-2,2,4,-20,1,6,-2,0,-3,-23,-17,-2,2,0,2,8,36,3,-2,2,4,-20,1,6,-2,0,-3,-23,-17,-2,-2,-4,-4,24,-38,-21,7,3,2,14,42,0,2,0,2,8,36,3,-2,2,4,-20,1,6,-2,0,-3,-23,-17,-2,-2,-4,-4,24,-38,-21,7,3,2,14,42,0,-3,-1,5,-5,-14,7,2,4,-1,-22,-39,4,0,-1,-2,-17,-51,12,2,0,2,8,36,3,-2,2,4,-20,1,6,-2,0,-3,-23,-17,-2,-2,-4,-4,24,-38,-21,7,3,2,14,42,0,-3,-1,5,-5,-14,7,2,4,-1,-22,-39,4,0,-1,-2,-17,-51,12,5,-4,-4,29,43,6,2,0,2,8,36,3,-2,2,4,-20,1,6,-2,0,-3,-23,-17,-2,-2,-4,-4,24,-38,-21,7,3,2,14,42,0,IN
1,4,10,-14,88,-20,1,1,2,22,-78,1,1,4,10,-14,88,-20,1,1,2,22,-78,1,1,1,2,-10,19,-8,-2,2,1,4,-18,17,-3,-4,-5,0,26,0,1,4,10,-14,88,-20,1,1,2,22,-78,1,1,1,2,-10,19,-8,-2,2,1,4,-18,17,-3,-4,-5,0,26,0,3,0,0,-17,8,-10,2,2,0,12,-11,12,-1,-1,0,-11,3,6,1,4,10,-14,88,-20,1,1,2,22,-78,1,1,1,2,-10,19,-8,-2,2,1,4,-18,17,-3,-4,-5,0,26,0,3,0,0,-17,8,-10,2,2,0,12,-11,12,-1,-1,0,-11,3,6,-1,0,-2,6,19,-17,2,-2,-3,2,-51,7,-2,1,10,821,25,20,1,4,10,-14,88,-20,1,1,2,22,-78,1,1,1,2,-10,19,-8,-2,2,1,4,-18,17,IN
1,-2,0,-18,45,-14,1,4,1,1,-19,12,1,-2,0,-18,45,-14,1,4,1,1,-19,12,-1,-1,-2,10,-1,-3,-2,-2,-1,4,-16,12,-1,1,2,-19,9,-6,1,-2,0,-18,45,-14,1,4,1,1,-19,12,-1,-1,-2,10,-1,-3,-2,-2,-1,4,-16,12,-1,1,2,-19,9,-6,1,-1,-4,22,-13,-1,-1,-2,1,9,-4,-1,4,4,3,-26,44,-19,1,-2,0,-18,45,-14,1,4,1,1,-19,12,-1,-1,-2,10,-1,-3,-2,-2,-1,4,-16,12,-1,1,2,-19,9,-6,1,-1,-4,22,-13,-1,-1,-2,1,9,-4,-1,4,4,3,-26,44,-19,-3,-3,-2,-1,-9,17,2,2,2,2,-21,-11,-1,-3,-1,3,15,0,1,-2,0,-18,45,-14,1,4,1,1,-19,12,-1,-1,-2,10,-1,-3,-2,-2,-1,4,-16,12,OUT
-7,-2,-4,-7,26,7,-7,-2,-4,-7,26,7,6,4,7,-40,61,-10,-6,-4,-4,34,-36,-5,0,0,2,2,-8,2,-7,-2,-4,-7,26,7,6,4,7,-40,61,-10,-6,-4,-4,34,-36,-5,0,0,2,2,-8,2,4,2,-1,-24,13,7,-2,-1,0,-13,18,-5,4,2,0,13,9,9,-7,-2,-4,-7,26,7,6,4,7,-40,61,-10,-6,-4,-4,34,-36,-5,0,0,2,2,-8,2,4,2,-1,-24,13,7,-2,-1,0,-13,18,-5,4,2,0,13,9,9,-5,-2,-4,19,-29,-9,6,1,0,18,103,5,-7,-2,-4,-7,26,7,6,4,7,-40,61,-10,-6,-4,-4,34,-36,-5,0,0,2,2,-8,2,4,2,-1,-24,13,7,-2,-1,0,-13,18,-5,4,2,0,13,9,9,-5,-2,-4,19,-29,-9,6,1,0,18,103,5,OUT
-1,-3,3,12,1,6,2,1,-4,4,-7,2,-2,3,1,-36,25,-14,-1,-3,3,12,1,6,2,1,-4,4,-7,2,-2,3,1,-36,25,-14,3,0,-1,2,6,3,-5,-4,-1,33,-86,12,0,1,0,-21,40,-,-1,-3,3,12,1,6,2,1,-4,4,-7,2,-2,3,1,-36,25,-14,3,0,-1,2,6,3,-5,-4,-1,33,-86,12,0,1,0,-21,40,-6,3,2,3,11,27,-5,0,-2,1,-21,-2,-7,-1,-3,3,12,1,6,2,1,-4,4,-7,2,-2,3,1,-36,25,-14,3,0,-1,2,6,3,-5,-4,-1,33,-86,12,0,1,0,-21,40,-6,3,2,3,11,27,-5,0,-2,1,-21,-2,-7,3,0,-5,44,-42,18,-6,2,2,0,21,5,2,3,5,-79,69,-10,-1,-3,3,12,1,6,2,1,-4,4,-7,2,OUT
-2,-2,-1,-19,-31,3,2,2,0,1,-22,-11,-2,-2,-1,-19,-31,3,2,2,0,1,-22,-11,2,-3,-2,17,31,11,-2,2,5,-32,41,-9,4,3,3,10,-42,11,-2,-2,-1,-19,-31,3,2,2,0,1,-22,-11,2,-3,-2,17,31,11,-2,2,5,-32,41,-9,4,3,3,10,-42,11,-4,-5,-9,-18,22,-1,0,-3,-4,53,-69,14,-2,-2,-1,-19,-31,3,2,2,0,1,-22,-11,2,-3,-2,17,31,11,-2,2,5,-32,41,-9,4,3,3,10,-42,11,-4,-5,-9,-18,22,-1,0,-3,-4,53,-69,14,-2,6,9,-13,49,-19,-1,-2,1,-19,11,-1,6,3,-1,-30,82,-18,-2,-2,-1,-19,-31,3,2,2,0,1,-22,-11,2,-3,-2,17,31,11,-2,2,5,-32,41,-9,4,3,3,10,-42,11,-4,-5,-9,-18,22,-1,OUT
-5,-2,0,25,-31,4,0,0,-1,-14,7,-14,-5,-2,0,25,-31,4,0,0,-1,-14,7,-14,2,2,3,4,1,6,-9,-4,-5,-50,1,4,13,4,2,-3,84,-27,-5,-2,0,25,-31,4,0,0,-1,-14,7,-14,2,2,3,4,1,6,-9,-4,-5,-50,1,4,13,4,2,-3,84,-27,-2,-4,-5,57,-68,23,-5,3,7,32,-61,11,-5,-2,0,25,-31,4,0,0,-1,-14,7,-14,2,2,3,4,1,6,-9,-4,-5,-50,1,4,13,4,2,-3,84,-27,-2,-4,-5,57,-68,23,-5,3,7,32,-61,11,1,-2,-2,-10,136,-14,-5,-2,0,25,-31,4,0,0,-1,-14,7,-14,2,2,3,4,1,6,-9,-4,-5,-50,1,4,13,4,2,-3,84,-27,-2,-4,-5,57,-68,23,-5,3,7,32,-61,11,1,-2,-2,-10,136,-14,OUT
0,0,-3,-16,34,-14,-1,-1,-2,10,-26,10,0,0,-3,-16,34,-14,-1,-1,-2,10,-26,10,-2,0,-4,-5,43,-28,6,2,8,-16,7,10,0,0,-3,-16,34,-14,-1,-1,-2,10,-26,10,-2,0,-4,-5,43,-28,6,2,8,-16,7,10,2,-3,-3,41,-3,-11,-3,2,2,-33,-20,15,0,1,-3,-9,15,5,0,0,-3,-16,34,-14,-1,-1,-2,10,-26,10,-2,0,-4,-5,43,-28,6,2,8,-16,7,10,2,-3,-3,41,-3,-11,-3,2,2,-33,-20,15,0,1,-3,-9,15,5,-4,-1,1,31,-49,6,-3,-3,-2,11,-30,-1,0,1,2,-3,29,-11,0,0,-3,-16,34,-14,-1,-1,-2,10,-26,10,-2,0,-4,-5,43,-28,6,2,8,-16,7,10,2,-3,-3,41,-3,-11,-3,2,2,-33,-20,15,0,1,-3,-9,15,5,OUT
0,3,5,51,-27,13,-4,-3,-2,-48,-2,-5,0,3,5,51,-27,13,-4,-3,-2,-48,-2,-5,3,0,-3,23,-17,15,0,3,5,51,-27,13,-4,-3,-2,-48,-2,-5,3,0,-3,23,-17,15,-3,-1,-4,-6,138,-19,0,3,5,51,-27,13,-4,-3,-2,-48,-2,-5,3,0,-3,23,-17,15,-3,-1,-4,-6,138,-19,5,2,-1,52,-59,5,0,3,5,51,-27,13,-4,-3,-2,-48,-2,-5,3,0,-3,23,-17,15,-3,-1,-4,-6,138,-19,5,2,-1,52,-59,5,0,2,4,-84,510,-74,0,3,5,51,-27,13,-4,-3,-2,-48,-2,-5,3,0,-3,23,-17,15,-3,-1,-4,-6,138,-19,5,2,-1,52,-59,5,0,2,4,-84,510,-74,-22,-3,-8,-2,371,-15,0,3,5,51,-27,13,-4,-3,-2,-48,-2,-5,3,0,-3,23,-17,15,OUT
6,1,0,-32,43,-2,-1,-2,-3,29,-66,20,6,1,0,-32,43,-2,-1,-2,-3,29,-66,20,-6,0,0,-4,40,-18,7,4,3,-4,-5,1,-2,-3,0,14,-4,20,6,1,0,-32,43,-2,-1,-2,-3,29,-66,20,-6,0,0,-4,40,-18,7,4,3,-4,-5,1,-2,-3,0,14,-4,20,-1,-1,-2,-22,-14,-20,2,1,-3,26,12,2,-3,1,6,-3,-6,4,6,1,0,-32,43,-2,-1,-2,-3,29,-66,20,-6,0,0,-4,40,-18,7,4,3,-4,-5,1,-2,-3,0,14,-4,20,-1,-1,-2,-22,-14,-20,2,1,-3,26,12,2,-3,1,6,-3,-6,4,0,0,-2,-19,-11,-1,1,-3,-2,6,19,-10,2,3,2,13,-3,24,6,1,0,-32,43,-2,-1,-2,-3,29,-66,20,-6,0,0,-4,40,-18,7,4,3,-4,-5,1,OUT
2,-1,1,6,47,1,2,0,2,13,99,1,-12,2,3,-6,-116,40,2,-1,1,6,47,1,2,0,2,13,99,1,-12,2,3,-6,-116,40,1,2,1,-62,198,-53,2,-1,1,6,47,1,2,0,2,13,99,1,-12,2,3,-6,-116,40,1,2,1,-62,198,-53,-2,-2,-6,-24,57,-32,2,-1,1,6,47,1,2,0,2,13,99,1,-12,2,3,-6,-116,40,1,2,1,-62,198,-53,-2,-2,-6,-24,57,-32,5,-5,-10,39,454,-48,2,-1,1,6,47,1,2,0,2,13,99,1,-12,2,3,-6,-116,40,1,2,1,-62,198,-53,-2,-2,-6,-24,57,-32,5,-5,-10,39,454,-48,-28,-1,5,43,479,-73,2,-1,1,6,47,1,2,0,2,13,99,1,-12,2,3,-6,-116,40,1,2,1,-62,198,-53,-2,-2,-6,-24,57,-32,OUT
-5,2,1,7,-5,-21,5,-1,1,9,7,13,-2,-1,-3,31,-13,?,-5,2,1,7,-5,-21,5,-1,1,9,7,13,-2,-1,-3,31,-13,-7,2,2,3,-29,-3,2,-1,0,0,-14,6,0,-1,-1,0,-9,17,?,-5,2,1,7,-5,-21,5,-1,1,9,7,13,-2,-1,-3,31,-13,-7,2,2,3,-29,-3,2,-1,0,0,-14,6,0,-1,-1,0,-9,17,0,0,1,-1,11,6,4,1,0,-1,11,-27,-9,0,-2,1,16,1,7,-5,2,1,7,-5,-21,5,-1,1,9,7,13,-2,-1,-3,31,-13,-7,2,2,3,-29,-3,2,-1,0,0,-14,6,0,-1,-1,0,-9,17,0,0,1,-1,11,6,4,1,0,-1,11,-27,-9,0,-2,1,16,1,7,-2,3,3,-17,-13,-12,3,-3,-5,-4,-3,7,-5,2,1,7,-5,-21,OUT
1,0,-2,31,-53,16,-4,-1,1,5,-11,-9,1,0,-2,31,-53,16,-4,-1,1,5,-11,-9,2,1,1,-29,61,-14,3,0,-3,50,-73,12,-4,-2,4,-48,45,-5,1,0,-2,31,-53,16,-4,-1,1,5,-11,-9,2,1,1,-29,61,-14,3,0,-3,50,-73,12,-4,-2,4,-48,45,-5,3,1,0,17,0,-5,-2,2,2,13,-68,24,1,0,-2,31,-53,16,-4,-1,1,5,-11,-9,2,1,1,-29,61,-14,3,0,-3,50,-73,12,-4,-2,4,-48,45,-5,3,1,0,17,0,-5,-2,2,2,13,-68,24,-4,0,-1,-53,103,-12,11,-2,-3,23,30,-15,-7,4,2,37,-72,28,4,-4,-8,?,70,-20,1,0,-2,31,-53,16,-4,-1,1,5,-11,-9,2,1,1,-29,61,-14,3,0,-3,50,-73,12,-4,-2,4,-48,45,-5,OUT
2,4,5,-1,-10,-4,-5,-2,-2,-37,15,-1,2,4,5,-1,-10,-4,-5,-2,-2,-37,15,-1,2,1,-2,16,13,-7,-2,1,0,15,1,2,3,-1,2,-2,-15,-3,2,4,5,-1,-10,-4,-5,-2,-2,-37,15,-1,2,1,-2,16,13,-7,-2,1,0,15,1,2,3,-1,2,-2,-15,-3,-2,-1,-4,21,-6,2,1,-1,2,-45,51,-10,2,3,0,18,-20,4,2,4,5,-1,-10,-4,-5,-2,-2,-37,15,-1,2,1,-2,16,13,-7,-2,1,0,15,1,2,3,-1,2,-2,-15,-3,-2,-1,-4,21,-6,2,1,-1,2,-45,51,-10,2,3,0,18,-20,4,-3,-5,0,-2,-36,11,3,4,2,16,11,-10,1,1,3,-24,-1,10,2,4,5,-1,-10,-4,-5,-2,-2,-37,15,-1,2,1,-2,16,13,-7,-2,1,0,15,1,2,OUT
2,0,-3,-11,50,-1,0,1,1,-6,20,-15,2,0,-3,-11,50,-1,0,1,1,-6,20,-15,1,-1,1,-1,-24,21,-2,0,-5,27,-24,-7,1,-1,1,-17,23,-2,2,0,-3,-11,50,-1,0,1,1,-6,20,-15,1,-1,1,-1,-24,21,-2,0,-5,27,-24,-7,1,-1,1,-17,23,-2,-1,0,4,-10,3,-1,3,3,0,19,-27,-1,-2,-2,-1,9,26,15,2,0,-3,-11,50,-1,0,1,1,-6,20,-15,1,-1,1,-1,-24,21,-2,0,-5,27,-24,-7,1,-1,1,-17,23,-2,-1,0,4,-10,3,-1,3,3,0,19,-27,-1,-2,-2,-1,9,26,15,-4,2,4,-36,-8,-5,1,1,-6,1,-33,-13,2,-2,-5,42,14,5,2,0,-3,-11,50,-1,0,1,1,-6,20,-15,1,-1,1,-1,-24,21,-2,0,-5,27,-24,-7,IDLE
2,1,3,-3,10,4,-1,-4,-5,0,-22,3,-2,1,-2,7,1,-11,2,1,3,-3,10,4,-1,-4,-5,0,-22,3,-2,1,-2,7,1,-11,6,1,1,-8,16,11,-5,1,3,12,-11,-2,2,1,3,-3,10,4,-1,-4,-5,0,-22,3,-2,1,-2,7,1,-11,6,1,1,-8,16,11,-5,1,3,12,-11,-2,1,-1,-1,-9,-29,0,-1,1,3,2,33,7,-1,0,-4,-16,-7,-13,2,1,3,-3,10,4,-1,-4,-5,0,-22,3,-2,1,-2,7,1,-11,6,1,1,-8,16,11,-5,1,3,12,-11,-2,1,-1,-1,-9,-29,0,-1,1,3,2,33,7,-1,0,-4,-16,-7,-13,4,0,-3,2,30,-3,-4,0,4,4,-1,-14,2,1,3,-3,10,4,-1,-4,-5,0,-22,3,-2,1,-2,7,1,-11,6,1,1,-8,16,11,IDLE
-1,0,3,-14,-2,5,-1,0,3,-14,-2,5,1,-2,-5,5,4,-15,4,2,0,-13,31,3,-3,-1,6,34,-11,0,-1,0,3,-14,-2,5,1,-2,-5,5,4,-15,4,2,0,-13,31,3,-3,-1,6,34,-11,0,1,-2,-1,-45,-35,7,3,2,-6,50,44,-8,-2,-1,5,-11,-15,17,-1,0,3,-14,-2,5,1,-2,-5,5,4,-15,4,2,0,-13,31,3,-3,-1,6,34,-11,0,1,-2,-1,-45,-35,7,3,2,-6,50,44,-8,-2,-1,5,-11,-15,17,-3,-1,2,-36,-30,-12,2,2,-6,14,15,3,0,-2,-1,16,22,-9,-1,0,3,-14,-2,5,1,-2,-5,5,4,-15,4,2,0,-13,31,3,-3,-1,6,34,-11,0,1,-2,-1,-45,-35,7,3,2,-6,50,44,-8,-2,-1,5,-11,-15,17,-3,-1,2,-36,-30,-12,IDLE
-2,-3,-4,-9,34,-13,2,1,0,20,-12,0,-2,-3,-4,-9,34,-13,2,1,0,20,-12,0,-4,0,3,12,-43,-4,0,1,1,-1,19,7,0,0,4,-20,15,-4,-2,-3,-4,-9,34,-13,2,1,0,20,-12,0,-4,0,3,12,-43,-4,0,1,1,-1,19,7,0,0,4,-20,15,-4,1,-1,-8,5,11,-5,4,2,4,7,-4,4,-2,-2,1,-21,-12,3,-2,-3,-4,-9,34,-13,2,1,0,20,-12,0,-4,0,3,12,-43,-4,0,1,1,-1,19,7,0,0,4,-20,15,-4,1,-1,-8,5,11,-5,4,2,4,7,-4,4,-2,-2,1,-21,-12,3,1,-1,-5,11,16,-13,-1,2,1,13,-19,17,0,2,5,-12,-11,0,-2,-3,-4,-9,34,-13,2,1,0,20,-12,0,-4,0,3,12,-43,-4,0,1,1,-1,19,7,IDLE
-5,3,3,-7,-4,6,-2,-2,-4,-28,-30,-4,-5,3,3,-7,-4,6,-2,-2,-4,-28,-30,-4,5,-1,-2,36,8,4,-4,-1,-1,17,1,1,-2,2,6,-23,26,-7,-5,3,3,-7,-4,6,-2,-2,-4,-28,-30,-4,5,-1,-2,36,8,4,-4,-1,-1,17,1,1,-2,2,6,-23,26,-7,7,2,2,-16,3,-11,-1,-2,-3,-17,-2,18,-5,3,3,-7,-4,6,-2,-2,-4,-28,-30,-4,5,-1,-2,36,8,4,-4,-1,-1,17,1,1,-2,2,6,-23,26,-7,7,2,2,-16,3,-11,-1,-2,-3,-17,-2,18,-3,0,-4,45,-29,-18,-5,3,3,-7,-4,6,-2,-2,-4,-28,-30,-4,5,-1,-2,36,8,4,-4,-1,-1,17,1,1,-2,2,6,-23,26,-7,7,2,2,-16,3,-11,-1,-2,-3,-17,-2,18,-3,0,-4,45,-29,-18,IDLE
-3,-5,-7,14,-8,-11,7,4,7,-29,24,9,-3,-5,-7,14,-8,-11,7,4,7,-29,24,9,-7,-1,-2,17,-37,25,3,0,0,-15,8,-12,-5,-4,-6,-10,28,-11,-3,-5,-7,14,-8,-11,7,4,7,-29,24,9,-7,-1,-2,17,-37,25,3,0,0,-15,8,-12,-5,-4,-6,-10,28,-11,6,5,4,43,2,-2,3,2,4,-39,-13,20,-7,-6,-7,20,2,-23,-3,-5,-7,14,-8,-11,7,4,7,-29,24,9,-7,-1,-2,17,-37,25,3,0,0,-15,8,-12,-5,-4,-6,-10,28,-11,6,5,4,43,2,-2,3,2,4,-39,-13,20,-7,-6,-7,20,2,-23,5,3,3,-14,-7,25,-3,-3,2,12,19,-12,4,5,1,-14,-11,-2,-3,-5,-7,14,-8,-11,7,4,7,-29,24,9,-7,-1,-2,17,-37,25,3,0,0,-15,8,-12,IDLE
3,0,-3,-7,16,-1,-1,-1,1,-5,15,-8,3,0,-3,-7,16,-1,-1,-1,1,-5,15,-8,4,0,-1,27,-9,1,-4,4,4,-21,32,6,-1,-3,1,-32,-47,-5,3,0,-3,-7,16,-1,-1,-1,1,-5,15,-8,4,0,-1,27,-9,1,-4,4,4,-21,32,6,-1,-3,1,-32,-47,-5,0,1,-6,26,-17,-13,5,-1,-4,17,24,18,3,0,-3,-7,16,-1,-1,-1,1,-5,15,-8,4,0,-1,27,-9,1,-4,4,4,-21,32,6,-1,-3,1,-32,-47,-5,0,1,-6,26,-17,-13,5,-1,-4,17,24,18,-7,-1,7,33,-8,1,3,1,4,-30,-3,-25,5,-1,-4,-23,4,15,3,0,-3,-7,16,-1,-1,-1,1,-5,15,-8,4,0,-1,27,-9,1,-4,4,4,-21,32,6,-1,-3,1,-32,-47,-5,0,1,-6,26,-17,-13,IDLE
0,-2,2,12,-3,-5,-1,0,-1,-12,-1,-3,0,0,-1,9,1,8,0,-2,2,12,-3,-5,-1,0,-1,-12,-1,-3,0,0,-1,9,1,8,-2,-1,-1,-14,3,-17,4,4,3,23,0,8,0,-2,2,12,-3,-5,-1,0,-1,-12,-1,-3,0,0,-1,9,1,8,-2,-1,-1,-14,3,-17,4,4,3,23,0,8,-7,-3,0,-4,-20,15,3,1,0,-18,10,-23,6,1,0,9,-8,22,0,-2,2,12,-3,-5,-1,0,-1,-12,-1,-3,0,0,-1,9,1,8,-2,-1,-1,-14,3,-17,4,4,3,23,0,8,-7,-3,0,-4,-20,15,3,1,0,-18,10,-23,6,1,0,9,-8,22,-9,-3,-2,1,-4,-3,4,0,-2,-10,26,-10,5,1,0,28,4,3,0,-2,2,12,-3,-5,-1,0,-1,-12,-1,-3,0,0,-1,9,1,8,IDLE
